extraction_id,rfp_id,pricing_model,volume_low,volume_base,volume_high,service_types,locales,sla_terms,commercial_terms,confidence_score
2892d66d-b421-4205-a11b-3e187f4f321a,353502c8-9fab-498e-b2a0-c997241c03a5,FIXED,618,845,1224,"[""dtp""]","[""ta-IN""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 5.1}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.91
c23d0091-4238-45c1-9a31-c1bcbf9af05e,a29b9bee-5986-43d4-aa55-f6502407f0e0,HYBRID,11396,19533,28884,"[""subtitling"", ""dubbing""]","[""pt-BR"", ""th-TH"", ""ar-AE""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 8.1}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.84
cc5417f2-55df-482e-9cc4-3d73902bcb7f,b732b85a-8b4d-441d-9afc-b7b66b605034,PER_HOUR,12685,18717,32100,"[""transcription""]","[""en-GB"", ""ko-KR""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 5.9}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.86
63479097-0f16-40d6-b359-91b8940fbce0,af9c1e4b-1003-451f-8187-dd12433a007d,HYBRID,4426,6314,9248,"[""transcription""]","[""de-AT""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 6.8}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.88
1314cb8d-614a-466d-b85c-1ec493c070ec,1ee1f54e-5e33-4b83-9353-8a92587037dd,FIXED,1984593,3048604,5068018,"[""proofreading"", ""dtp""]","[""es-ES"", ""ko-KR"", ""vi-VN""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 9.9}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.93
a0a32cda-49a8-4f64-a9cf-9120899f814c,36ce9f84-846e-41ea-b840-5b302bc9bb33,PER_WORD,2170908,3312172,5108720,"[""transcription"", ""proofreading""]","[""ar-SA"", ""es-AR"", ""en-CA""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 4.8}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.88
499902c0-522a-4e6a-983e-9bfce1eecab1,03f366c4-4070-43df-a39b-1cc9e3b4c156,PER_HOUR,16367,26480,40546,"[""subtitling""]","[""cs-CZ"", ""fr-FR"", ""zh-TW"", ""es-ES""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 8.0}","{""duration_months"": 12, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.84
af4057c1-b5f5-4c92-8d24-5991fedc1800,4c6104d0-d7b4-4664-8179-3dc3d667da3b,RETAINER,3380,5786,8672,"[""interpretation"", ""dtp""]","[""ta-IN"", ""cs-CZ"", ""ko-KR""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 3.1}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.97
6efc2674-a35d-4332-a07c-3cdac8c27319,d4005dd0-30aa-41a4-a9b8-9c5fe84da3a4,PER_WORD,275,481,691,"[""dtp""]","[""ru-RU""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 6.4}","{""duration_months"": 12, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.91
4ba7dfd1-fadc-45b5-86c2-f01b7ca2f9f8,de3ea95b-c816-4ff6-83e5-a82e840f90a8,HYBRID,2245518,3323503,4783461,"[""proofreading""]","[""th-TH"", ""ms-MY""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 8.3}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.75
2b4f1c6c-6e6d-45d9-b0f4-fb4986feaf52,2c1da0b6-3d9d-4e21-9c74-5e2d113569d1,TIERED,7789678,12191975,19422096,"[""content_writing"", ""transcreation"", ""subtitling""]","[""de-DE"", ""hi-IN"", ""da-DK"", ""fi-FI"", ""tr-TR""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 9.4}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.92
6a2aad79-ddf6-46cf-b47c-08cb139c7f15,4173680c-4d3b-4097-a4b3-bcdf031a8592,HYBRID,799427,1386987,2288141,"[""translation""]","[""fi-FI""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 2.0}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.87
51b59a29-614a-47a7-b1bb-3c02872fc24d,0ea5a8e3-f4da-4e76-add8-2bff4e35aaf9,HYBRID,152379,289805,430007,"[""content_writing""]","[""vi-VN""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 2.5}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.88
c530d011-18fb-4fe3-9d35-09ada661a05a,c9636f46-4510-4c7f-a2d6-e89eb00bd6fb,TIERED,11590,18451,28291,"[""transcription"", ""dubbing""]","[""de-DE"", ""de-AT"", ""hi-IN""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 9.9}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.9
a3b9289b-2a46-47e0-a314-cd1552695c24,211b3df4-3e8d-4955-9cef-e81748b08029,HYBRID,2425,4031,6028,"[""transcription""]","[""ja-JP"", ""hi-IN""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 5.1}","{""duration_months"": 36, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.91
51ad53b7-5122-4568-a806-ac70bac9d7df,cfc9952c-34f6-4cf0-b503-779c0e8a2121,TIERED,261237,418581,616717,"[""content_writing""]","[""ar-SA""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 3.0}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.91
b7cb328d-1588-4647-a7fc-a1e0ce0ff13e,af6b2663-2891-46b5-be23-562a93f4acbc,HYBRID,2959,4269,7458,"[""dubbing""]","[""fr-FR""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 2.4}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.93
84b97284-e086-444a-b1a3-d138722316a4,194a92c8-f129-4708-946d-4ae8c5eb6523,PER_HOUR,2961,5074,8299,"[""voiceover""]","[""ms-MY"", ""th-TH""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 8.9}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 30}",0.85
82c608d3-d232-4e19-86d0-162b7d82f960,0c5f92a6-a48c-4026-b410-abf550f23cd4,PER_WORD,1458142,2092923,3627188,"[""translation""]","[""pt-BR"", ""ru-RU""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 2.8}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 30}",0.84
0af948f3-8af3-49f2-9c96-96aafb925a4a,51d1b953-bdc2-4811-bebe-d1bd729f9019,TIERED,3609263,5679478,8765656,"[""proofreading"", ""localization_engineering""]","[""no-NO"", ""pt-BR"", ""pt-PT"", ""en-US"", ""el-GR"", ""ko-KR"", ""ms-MY"", ""de-DE""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 3.6}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.86
be9fb273-fbad-4293-988e-da91e67de5f4,5dc69ed7-5750-4c30-af56-7db7a0b44f81,TIERED,534012,954100,1345996,"[""content_writing""]","[""en-IN"", ""hi-IN""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 7.2}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.88
30902404-d6c1-48e0-8005-29bb9677e029,5e72dad0-da7c-4fef-8546-1691ffec98ec,HYBRID,5936,9944,15101,"[""localization_engineering"", ""interpretation""]","[""it-IT"", ""id-ID"", ""ja-JP""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 4.8}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.94
1f1c94bd-8aaa-4f61-b088-08b3348d2162,e8ff2c4a-9f86-49e3-b1f5-2fa55eb0996a,RETAINER,220,429,686,"[""interpretation""]","[""en-GB""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 9.3}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.84
7090e5c5-b5e2-4642-b064-cb144bf9ce7c,078e7368-b2ef-4ae1-b78f-6f9de29a0922,PER_HOUR,3785418,5705137,9313292,"[""proofreading"", ""dubbing""]","[""cs-CZ"", ""hi-IN"", ""no-NO"", ""es-MX""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 9.5}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.95
ce4f9e5e-494e-4009-b14a-cc3de3abe251,9b0d649e-ac05-44dc-a942-546bf06754c0,TIERED,1264,1860,2462,"[""dubbing""]","[""de-DE""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 5.9}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.9
db066e24-cf0f-444c-9b18-c28e8e7ef1d3,3e27640e-64c4-4b97-b2fc-4c0c7395c20b,HYBRID,2443200,3320408,5127203,"[""transcreation""]","[""pt-PT"", ""ko-KR""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 3.3}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.9
40d9d65b-d9f4-4680-a596-39df7cbe3a13,da680295-a8fa-44b9-8a09-88c43608f21a,HYBRID,3469,4915,7925,"[""transcription""]","[""en-GB""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 3.4}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.9
24be4247-f5d7-4408-9c69-369487311f41,cbd755f7-48e2-4ded-b822-1c02179a9484,FIXED,4362,7709,13248,"[""voiceover""]","[""vi-VN""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 2.7}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.91
21c63693-33e0-4684-8bc9-fb62947d5207,819c9181-1450-4d96-a0d1-f2c8aab0cfb6,RETAINER,406,552,841,"[""localization_engineering""]","[""de-DE""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 3.0}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.96
0c15bd02-b598-494f-a1e8-8d026ad3fe38,c6a9b81b-6307-4cf0-b1d9-b0ed14637801,TIERED,1037320,1714784,2584628,"[""content_writing"", ""dtp""]","[""ko-KR"", ""zh-CN""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 7.2}","{""duration_months"": 36, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.95
9d34607e-bb8e-492f-8ae6-6dc163bfbd87,741913fc-cb9c-4eda-9f61-b135ab368a1d,HYBRID,3323404,5413682,8090190,"[""translation"", ""dubbing""]","[""cs-CZ"", ""en-IN"", ""tr-TR""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 8.1}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.96
7596d160-251b-4b4b-ad29-afd3ee096436,8c82485c-22a6-42a5-a0b2-382269b39657,TIERED,1626815,2255039,3624988,"[""content_writing""]","[""no-NO"", ""es-MX""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 3.4}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.87
b8c6da5e-2b86-4ce9-a691-2a7d69afcc1a,f0080f54-abcb-4d99-99c9-5f678bcd6cb1,PER_HOUR,10856,17108,26420,"[""transcription"", ""localization_engineering""]","[""ru-RU"", ""ar-SA"", ""ja-JP"", ""no-NO""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 4.7}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.88
314240c2-f25c-4ba8-852f-190b1b2f36c7,916c12a9-a4e9-40fc-8ebe-ffbba3368d75,PER_HOUR,24508,39077,60566,"[""voiceover"", ""transcription""]","[""pt-BR"", ""fi-FI"", ""en-GB""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 7.2}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.91
4c01e24a-c16f-4e28-8dae-7b16109ee904,601501ed-bce6-4120-8877-815b59b07005,RETAINER,716,1161,1964,"[""localization_engineering""]","[""he-IL"", ""tr-TR""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 8.9}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.96
